field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14,field15,_GC_TYPE,_CLEANADDR,_X,_Y
217,충주시 노인전문병원,시군구립,충주시노인전문병원설치 및 운영에관한 조례,충청북도,해당없음,33280088,요양병원,300,27442,충청북도 충주시 동량면 대전리 1686-28,www.hyolife.com,043-855-9393,043-855-8866,,정,충청북도 충주시 동량면 대전리 1686-28,127.93083511360321,37.04830164106985
197,전라북도 고창노인요양병원,시도립,전라북도 도립병원 설치 및 운영 조례,보건복지부(전라북도),해당없음,35280786,요양병원,143,56442,전라북도 고창군 고인돌대로 1765,www.gchospital.net/care/main.html,063-560-6100,063-563-7600,,정,전북특별자치도 고창군 고인돌대로 1765 (고창읍),126.69105047516875,35.43721764530689
204,천안시립노인전문병원,시군구립,천안시립노인전문병원설치 및 운영에 관한 조례 제10조,충청남도,해당없음,34281304,요양병원,144,31064,천안시 동남구 목천읍 삼방로 735(천안시립노인병원),http://www.cheonangh.co.kr/,041-551-1114,041-521-1239,,정,충청남도 천안시 동남구 삼방로 735 (목천읍),127.22683118249974,36.82537190779055
165,서울특별시 축령정신병원,시도립,서울특별시 시립병원 설치 및 운영에 관한조례,서울특별시,해당없음,31202268,병원,273,12025,경기도 남양주시 수동면 외방로 172번길 58,www.crmh.or.kr,031-592-6663,,,정,경기도 남양주시 외방로172번길 58 (수동면),127.31015730758068,37.73859464893806
206,보령시립 노인전문병원,시군구립,보령시립 노인전문병원 설치 및 운영에 관한 보례,충청남도,해당없음,34281134,요양병원,120,33421,충청남도 보령시 청라면 질재로 373,없음,041-935-1166,041-935-1169,,정,충청남도 보령시 질재로 373 (청라면),126.60882395060277,36.405886855693154
205,충청남도 공주의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(충청남도),지방의료원,34100130,종합병원,202,32542,충청남도 공주시 무령로 77 (웅진동),http://gjmc.or.kr,041-962-1111,041-962-1219,,정,충청남도 공주시 무령로 77 (웅진동),127.10949427787747,36.458878764930446
203,충청남도 천안의료원,특수법인,지방의료원의 설립 및 운영에관한법률,보건복지부(충청남도),지방의료원,34100156,종합병원,242,31071,천안시 동남구 충절로 537(삼룡동),http://www.camc.or.kr,041-570-7200,041-570-7013,,정,충청남도 천안시 동남구 충절로 537 (삼룡동),127.17902777715103,36.775561723474304
196,전라북도 군산의료원,특수법인,지방의료원 설립 및 운영에 관한법률,보건복지부(전라북도),지방의료원,35100095,종합병원,420,54105,전라북도 군산시 의료원로 27,http://kunmed.or.kr,063-472-5000,063-472-5400,,정,전북특별자치도 군산시 의료원로 27 (지곡동),126.71190919704712,35.95491646908022
200,제주의료원 부속 요양병원,특수법인,의료법,보건복지부(제주특별자치도),지방의료원,39280233,요양병원,100,63243,제주특별자치도 제주시 산천단 남길 10,http://www.jejumed.com,064-720-2131,064-724-2102,,정,제주특별자치도 제주시 산천단남길 10 (아라일동),126.56085570444048,33.4448553935692
198,진안군의료원,공립,지방의료원의 설립 및 운영에 관한 법률,보건복지부(진안군),지방의료원,35202017,병원,85,55422,전라북도 진안군 진안읍 진무로 1145,http://jmc4307000@naver.com,063-430-7000,063-430-7002,,정,전북특별자치도 진안군 진무로 1145 (진안읍),127.4322213039754,35.795343371630224
150,부산광역시의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(부산광역시),지방의료원,21100209,종합병원,502,47527,부산광역시 연제구 월드컵대로 359,www.busanmc.or.kr,051-507-3000,051-507-3001,,정,부산광역시 연제구 월드컵대로 359 (거제동),129.05900559625366,35.18721153535136
212,충청남도도립 홍성노인전문병원,시도립,충청남도 도립 치매요양병원 설치 및 운영조례,충청남도,해당없음,34280103,요양병원(노인병원),90,32232,충청남도 홍성군 홍성읍 조양로  224,https://www.hsmc.or.kr/,041-630-6593,041-630-6594,,정,충청남도 홍성군 조양로 224 (홍성읍),126.67461755213714,36.59914344226291
201,제주특별자치도 서귀포의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(제주특별자치도),지방의료원,39100090,종합병원,247,63585,제주특별자치도 서귀포시 장수로 47(동홍동),http://.www.smed.or.kr,064-730-3101,064-760-0009,,정,제주특별자치도 서귀포시 장수로 47 (동홍동),126.56428742161285,33.25521653722262
214,청주시립요양병원,시군구립,청주시립요양병원 설치 및 운영에 관한 조례,충청북도,해당없음,33280801,요양병원,194,28803,충청북도 청주시 서원구 궁뜰로 62번길 29(장성동),http://cjslhp.com,043-220-8000,043-220-8005,,정,충청북도 청주시 서원구 궁뜰로62번길 29 (장성동),127.48185454347704,36.59614896971501
124,대전광역시립정신병원,시도립,대전광역시립정신병원 설치조례,대전광역시,해당없음,34200509,병원,199,34206,대전광역시 유성구 진잠옛로 135번길 87(학하동),http://www.ssbw.co.kr/,042-823-4402,,,정,대전광역시 유성구 진잠옛로135번길 87 (학하동),127.30643499030587,36.331958222256695
179,진도군 노인전문요양병원,시군구립,진도군 노인전문요양병원 설치 및 운영 조례,전라남도,해당없음,36280224,요양병원,70,58933,전라남도 진도군 의신면 운림산방로 31,없음,061-542-3004,061-542-3005,,정,전라남도 진도군 운림산방로 31 (의신면),126.27866029638426,34.46511938137288
218,충청북도 충주의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,충청북도,해당없음,33100063,종합병원,292,27468,충청북도 충주시 안림로 239-50(안림동 134),www.cjmct.or.kr,043-871-0114,043-843-4231,,정,충청북도 충주시 안림로 239-50 (안림동),127.97039630297627,36.979352698765226
219,영동군립노인전문병원,시군구립,영동군립노인전문병원설치 및    운영조례,충청북도,해당없음,33280681,요양병원,120,29131,충청북도 영동군 영동읍 대학로 290,cmisilveryd.com,043-744-9633,043-742-8275,,정,충청북도 영동군 대학로 290 (영동읍),127.79578440827922,36.19415814755937
220,단양군노인요양전문병원,시군구립,단양군립노인전문병원설치 및    운영조례,충청북도,해당없음,33280207,요양병원,105,27010,충청북도 단양군 단양읍 별곡6길 10,없음,043-423-8844,043-423-8874,,정,충청북도 단양군 별곡6길 10 (단양읍),128.3687882527861,36.98713877722665
211,충청남도 홍성의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(충청남도),지방의료원,34100121,종합병원,480,32232,충청남도 홍성군 홍성읍 조양로 224,https://www.hsmc.or.kr/,041-630-6114,041-630-6380,,정,충청남도 홍성군 조양로 224 (홍성읍),126.67461755213714,36.59914344226291
136,국립정신건강센터,국립,보건복지부와 그 소속기관 직제,보건복지부,해당없음,11200171,병원,236,004-933,서울특별시 광진구 용마산로 127,www.ncmh.go.kr,02-2204-0114,02-2204-0389,,정,서울특별시 광진구 용마산로 127 (중곡동),127.08584311374105,37.565069894577235
215,충청북도 청주의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,충청북도,해당없음,33100012,종합병원,652,28547,충청북도 청주시 흥덕구 흥덕로 48 (사직동 554-6),http://www.cjmc.or.kr,043-279-0114,043-279-2700,,유,충청북도 청주시 흥덕구 흥덕로 88 (운천동),127.4725405539652,36.643167249407654
216,청풍호노인사랑병원,시군구립,제천시 노인전문병원 설치및 운영에 관한 조례,충청북도,해당없음,33280576,요양병원,187,27207,충청북도 제천시 금성면 청풍호로 1147,www.cplove.co.kr,043-646-0808,043-648-5827,,정,충청북도 제천시 청풍호로 1147 (금성면),128.1754433175678,37.05882242364146
194,전라북도 남원의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(전라북도),지방의료원,35100087,종합병원,288,55726,전라북도 남원시 충정로 365번지(고죽동),www.namwonmed.or.kr,063-620-1114,063-620-1196,,정,전북특별자치도 남원시 충정로 365 (고죽동),127.40719170440462,35.431943807307704
165,서울특별시 축령정신병원,시도립,서울특별시 시립병원 설치 및 운영에 관한조례,서울특별시,해당없음,31202268,병원,273,12025,경기도 남양주시 수동면 외방로 172번길 58,www.crmh.or.kr,031-592-6661,031-592-6665,,정,경기도 남양주시 외방로172번길 58 (수동면),127.31015730758068,37.73859464893806
209,논산시립노인전문병원,시군구립,논산시립노인전문병원 설치 및 운영조례,충청남도,해당없음,34280332,요양병원,90,32980,충청남도 논산시 시민로 294번길 11,http://nshosp.co.kr/,041-734-9911,041-734-9914,,정,충청남도 논산시 시민로294번길 11 (취암동),127.09345810731224,36.192826040625214
151,부산노인전문제3병원,시도립,부산광역시노인전문병원설치 및 운영 조례,부산광역시,해당없음,21282633,요양병원,252,48064,부산광역시 해운대구 해운대로 469번 가길77(우동),www.busangh.com,051-780-5555,051-780-5558,,정,부산광역시 해운대구 해운대로469번가길 77 (우동),129.14736937786344,35.16825377967114
177,영광군공립요양병원,시군구립,영광군공립영광노인전문요양병원설치및운영조례,전라남도,해당없음,36280119,요양병원,70,57035,전라남도 영광군 영광읍 와룡로 3-1,www.ygmc.co.kr,061-353-5050,061-353-6900,,정,전라남도 영광군 와룡로 3-1 (영광읍),126.4999678278695,35.284870754256445
213,충북도립 노인전문병원,시도립,충북도립노인전문병원설치및  위탁운영에 관한 조례,충청북도,해당없음,33280177,요양병원,149,28802,충청북도 청주시 흥덕구 청남로 1910번지   (미평동 25번지),www.noinhsp.co.kr,043-298-9011,043-298-9015,,정,충청북도 청주시 서원구 청남로 1910 (미평동),127.48026966372461,36.60321550645288
192,전주시노인복지병원,시군구립,전주시노인복지병원설치및 운영조례,보건복지부(전라북도),해당없음,35280034,요양병원,191,55071,전라북도 전주시 완산구 능안자구길 80,www.naebumo.or.kr,063-220-9700,063-221-0223,,정,전북특별자치도 전주시 완산구 능안자구길 80 (삼천동3가),127.08579541363164,35.80405974307429
124,대전광역시립정신병원,시도립,대전광역시립정신병원 설치조례,대전광역시,해당없음,34200509,병원,199,34206,대전광역시 유성구 진잠옛로 135번길 87(학하동),http://www.ssbw.co.kr/,042-823-4404,,,정,대전광역시 유성구 진잠옛로135번길 87 (학하동),127.30643499030587,36.331958222256695
165,서울특별시 축령정신병원,시도립,서울특별시 시립병원 설치 및 운영에 관한조례,서울특별시,해당없음,31202268,병원,273,12025,경기도 남양주시 수동면 외방로 172번길 58,www.crmh.or.kr,031-592-6662,,,정,경기도 남양주시 외방로172번길 58 (수동면),127.31015730758068,37.73859464893806
207,충청남도서산의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(충청남도),지방의료원,34100164,종합병원,231,32001,충청남도 서산시 중앙로 149번지(석림동 568-5),https://seosanmc.or.kr/,041-689-7000,041-665-8010,,정,충청남도 서산시 중앙로 149 (석림동),126.46516163587654,36.77547062591471
138,국립부곡병원,국립,보건복지부와 그 소속기관 직제,보건복지부,해당없음,38200601,병원,650,635-893,경상남도 창녕군 부곡면 부곡로 145,www.bgnmh.go.kr,055-536-6440,055-536-6444,,정,경상남도 창녕군 부곡로 145 (부곡면),128.61171378334097,35.43597424921536
178,공립무안군 노인전문요양병원,시군구립,공립무안군노인전문요양병원 설치 운영조례,전라남도,해당없음,36280216,요양병원,114,58532,전라남도 무안군 무안읍몽탄로 51-12,http://www.muansh.co.kr,061-453-7007,061-453-7223,,정,전라남도 무안군 몽탄로 51-12 (무안읍),126.48920616136759,34.99326935608981
153,서울특별시 어린이병원,시도립,서울특별시 시립병원 설치 및 운영에 관한조례,서울특별시,해당없음,11200545,병원,250,006-801,"서울특별시 서초구 헌릉로 260 (내곡동 ,서울시립어린이병원)",http://childhosp.seoul.gol.kr,02-570-8000,02-570-8324,,정,서울특별시 서초구 헌릉로 260 (내곡동),127.06872086561224,37.455675545275
193,정읍시립요양병원,시군구립,정읍시 시립요양병원 설치 및운영 조례,전라북도,해당없음,35280255,요양병원,184,56194,전라북도 정읍시 금붕1길 160-15,www.jcgh.kr,063-531-0075,063-531-0076,,정,전북특별자치도 정읍시 금붕1길 160-15 (금붕동),126.89103332952618,35.55075866589421
208,충청남도도립서산노인전문병원,시도립,충청남도 도립 치매요양병원 설치 및 운영조례,충청남도,해당없음,34280936,요양병원,90,32001,충청남도 서산시 중앙로 149번지(석림동 568-5),https://seosanmc.or.kr/,041-689-7001,041-689-7070,,정,충청남도 서산시 중앙로 149 (석림동),126.46516163587654,36.77547062591471
165,서울특별시 축령정신병원,시도립,서울특별시 시립병원 설치 및 운영에 관한조례,서울특별시,해당없음,31202268,병원,273,12025,경기도 남양주시 수동면 외방로 172번길 58,www.crmh.or.kr,031-592-6664,,,정,경기도 남양주시 외방로172번길 58 (수동면),127.31015730758068,37.73859464893806
180,목포시의료원,특수법인,지방의료원의 설립 및 운영에 관한 법률,보건복지부(전라남도),지방의료원,36100226,종합병원,299,58701,전라남도 목포시 용해동 133-1번지,http://www.mokpomc.or.kr,061-260-6500,061-279-3242,,정,전라남도 목포시 용해동 133-1,126.40536696131281,34.80396967449965
195,전라북도 남원노인요양병원,시도립,전라북도 도립병원 설치 및 운영 조례,보건복지부(전라북도),해당없음,35280808,요양병원,220,55730,전라북도 남원시 산성길 51-15(산곡동),www.nwhospital.co.kr,063-630-7777,063-630-7700,,정,전북특별자치도 남원시 산성길 51-15 (산곡동),127.37326727432982,35.42093253770668
210,서천군립노인요양병원,시군구립,서천군 서천어메니티 복지마을운영조례,충청남도,해당없음,34280995,요양병원,182,33610,충청남도 서천군 종천면 충서로302번길 88-12,http://www.scbokjitown.or.kr/,041-950-1001,041-953-8070,,정,충청남도 서천군 충서로302번길 88-12 (종천면),126.65646278325329,36.10928842633476
